year,month,day,conf,title,subtitle,web,ytid,slides
2022,09,29,Cybeworlds 2022,Entertainment VR to Metaverse,“Creating People who creates”,https://art-science.org/cyberworlds/cw22/#speakers,ZACgSnRQTH4,https://docs.google.com/presentation/d/1jp85emHrEKX0J-_MVjg-IT0vV68-5w6WGKX3b_kOmyU/edit#slide=id.p
2021,11,11,GREE Tech Conf 2021,GREE VR Studio Laboratory「XR-UX Devプロジェクト」の成果紹介,q3gdhHtcnmI,ShortSession-7,https://techcon.gree.jp/2021/session/ShortSession-7,q3gdhHtcnmI,,https://www.slideshare.net/vrstudiolab/gree-vr-studio-laboratory-xrux-dev-greetc-2021nov11/
